transcript_id	length	gene_name	counts
ENST00000341049.6	537	CAV1	102
ENST00000372037.7	1599	BMPR1A	101.9
ENST00000393166.7	687	RABL2A	101.8
ENST00000263798.7	2673	TYRO3	101.7
ENST00000263864.9	303	VAMP8	101.5
ENST00000376716.9	2196	ZNF615	101.4
ENST00000344111.3	273	COX19	101.4
ENST00000421812.2	1638	ZNF697	101.3
ENST00000441222.7	1101	USP46	101.1
ENST00000279968.8	348	TMEM218	101.1
ENST00000369940.6	783	IRAK1BP1	101.1
ENST00000556143.5	2334	ZFYVE1	101
ENST00000343380.5	1314	E2F1	101
ENST00000288014.6	693	THTPA	101
ENST00000425042.6	2367	HID1	101
ENST00000258991.7	3405	TEX2	101
ENST00000235345.5	1068	SLC35D1	101
ENST00000342704.10	1788	CBFA2T2	101
ENST00000262861.8	5169	SIPA1L2	101
ENST00000249501.4	1023	HOXD10	101
ENST00000361909.8	549	CMTM3	101
ENST00000222374.2	1167	CADM4	100.9
ENST00000299633.6	612	RP11-382A20.3	100.9
ENST00000314641.9	1083	BVES	100.9
ENST00000583866.8	11388	NBPF10	100.9
ENST00000298198.4	1869	PGM2L1	100.8
ENST00000399277.5	423	ZSWIM7	100.7
ENST00000273590.3	312	TCTA	100.6
ENST00000264059.7	720	EFHD1	100.6
ENST00000413034.2	1179	FAM185A	100.5
ENST00000621332.4	3282	MLLT6	100.5
ENST00000340940.4	1230	KLRG2	100.3
ENST00000357877.6	2313	SEMA4F	100
ENST00000372098.7	1641	MUTYH	100
ENST00000265814.4	1815	RUNX1T1	100
ENST00000309166.7	726	NRIP3	100
ENST00000264982.7	1794	CEP70	100
ENST00000338492.8	1719	DPYSL4	100
ENST00000369124.4	1230	PLEKHO1	100
ENST00000447966.6	1587	ASIC1	100
ENST00000410006.6	729	CCDC103	100
ENST00000412523.3	729	FAM187A	100
ENST00000354193.4	234	SVIP	100
ENST00000337581.7	813	SMUG1	100
ENST00000360652.6	1365	PCED1A	100
ENST00000281772.13	2964	KANSL1L	100
ENST00000568000.5	990	KCTD13	100
ENST00000345491.7	903	CREM	100
ENST00000282507.7	1572	UGT3A2	99.9
ENST00000254321.9	2229	ZNF700	99.6
ENST00000333987.11	1935	ZNF568	99.5
ENST00000436120.6	1830	ZNF527	99.5
ENST00000543802.2	1056	ZNF124	99.4
ENST00000373624.6	3030	DENND1A	99.2
ENST00000325318.9	429	TCTEX1D2	99
ENST00000278826.10	489	TMEM138	99
ENST00000428826.6	2244	EZH1	99
ENST00000344290.9	2331	MAPT	99
ENST00000316752.10	1590	PUS10	99
ENST00000221891.8	1956	APLP1	99
ENST00000304271.10	1350	C11orf24	99
ENST00000389737.4	2274	TRMT44	99
ENST00000438980.6	1191	GPR137	99
ENST00000352903.6	1176	TEX9	99
ENST00000382754.4	645	N6AMT2	99
ENST00000201031.2	1353	TFAP2C	99
ENST00000296233.3	1251	KLF15	99
ENST00000303921.2	1842	GPR37	99
ENST00000262352.7	1575	SLC1A1	99
ENST00000489294.1	1260	UHMK1	99
ENST00000252826.9	3645	TRPM4	99
ENST00000260257.8	1875	FDXACB1	99
ENST00000264346.11	3069	HERC6	99
ENST00000222120.7	660	RAB3D	98.9
ENST00000229570.9	294	SMIM8	98.9
ENST00000262426.5	1140	FOXF1	98.7
ENST00000336689.7	2712	ASAP3	98.5
ENST00000376656.8	1557	TRIM39	98.4
ENST00000265727.11	2721	ADAM22	98.3
ENST00000295266.5	1167	PDHA2	98.2
ENST00000329516.7	5298	RGPD6	98.2
ENST00000278302.9	1467	TRIM6	98.2
ENST00000317005.2	1578	TIGD2	98.1
ENST00000245185.5	186	MT2A	98
ENST00000306385.9	2961	BMP1	98
ENST00000262891.8	2259	MARK4	98
ENST00000288111.11	942	DHRS1	98
ENST00000265138.3	1245	ARRDC3	98
ENST00000367405.4	2730	ZBTB41	98
ENST00000361790.7	1950	LSR	98
ENST00000224756.12	2505	CCSER2	98
ENST00000373279.5	366	C10orf35	98
ENST00000359520.11	4236	TECPR2	98
ENST00000296181.8	2400	ITGB5	98
ENST00000225235.4	2328	TBC1D12	98
ENST00000372425.8	834	HYI	98
ENST00000236192.11	426	VAMP4	98
ENST00000347055.3	780	KRCC1	98
ENST00000369724.4	879	RWDD2A	98
ENST00000272902.9	1125	SUMF1	98
ENST00000256190.12	5550	SBF2	98
ENST00000373489.9	1305	PBX3	98
ENST00000379477.5	1338	MTRF1	97.9
ENST00000329992.12	1002	ATAT1	97.9
ENST00000356404.7	3735	PITPNM1	97.9
ENST00000396056.6	1584	ZNF35	97.9
ENST00000367805.7	1527	CCDC181	97.8
ENST00000282286.5	1980	ZNF304	97.8
ENST00000425673.5	4161	PLEKHG2	97.5
ENST00000312026.5	1728	ZNF417	97.5
ENST00000392769.6	2868	CEP112	97.3
ENST00000269499.9	3537	ZCCHC2	97.1
ENST00000620992.4	2427	PTPDC1	97.1
ENST00000366503.2	1170	ZNF670	97
ENST00000263094.10	6441	ABCA7	97
ENST00000182527.3	1113	TRAM2	97
ENST00000375256.4	1053	ZNF367	97
ENST00000273482.10	2280	TRPC1	97
ENST00000315423.11	1290	TNIP2	97
ENST00000279027.8	1809	SLC13A3	97
ENST00000321264.8	1566	D2HGDH	97
ENST00000254301.13	753	LGALS3	97
ENST00000257940.6	1305	ZC3H10	97
ENST00000419517.2	1491	CEP85L	97
ENST00000334534.9	1227	SLX4IP	97
ENST00000611161.1	1437	LENG9	97
ENST00000331299.5	900	SLC25A21	96.9
ENST00000240328.3	2139	TBX2	96.7
ENST00000533342.5	1584	ANKRD42	96.5
ENST00000399703.5	2979	ANKRD18A	96.4
ENST00000420699.6	5826	ANKRD36	96.4
ENST00000394654.3	1371	RUNDC3B	96.2
ENST00000329255.3	1236	ALX4	96.2
ENST00000309469.8	1425	ATG4D	96.1
ENST00000370203.8	792	TMEM56	96
ENST00000253778.12	2049	GFPT2	96
ENST00000290776.12	1647	CPNE2	96
ENST00000312251.7	1548	NAGPA	96
ENST00000298282.13	1419	PKNOX2	96
ENST00000228280.9	822	KITLG	96
ENST00000269159.7	867	IMPA2	96
ENST00000306503.5	1611	SOCS5	96
ENST00000608872.5	1365	FBXW2	96
ENST00000289921.7	2232	FAM160B2	96
ENST00000366654.4	555	FAM89A	96
ENST00000262903.8	2730	HACE1	96
ENST00000262305.8	2271	RAB11FIP3	96
ENST00000301463.8	1329	SPRYD3	96
ENST00000370608.7	1701	MCOLN2	96
ENST00000233154.8	1143	NCK2	96
ENST00000175756.9	1383	PTPN18	96
ENST00000312423.2	690	SWSAP1	96
ENST00000336564.4	513	ZNF576	96
ENST00000369838.5	324	SH3BGRL2	96
ENST00000439742.6	621	MXD3	96
ENST00000329517.10	984	GNB1L	96
ENST00000255152.2	2091	ZSWIM3	95.9
ENST00000358697.5	2400	ZXDA	95.9
ENST00000502773.5	1038	PDGFC	95.7
ENST00000378209.7	1017	DFFB	95.7
ENST00000396154.6	1209	ZNF586	95.5
ENST00000553380.1	1938	ZFP37	95.5
ENST00000293406.7	588	LSM12	95.3
ENST00000267488.8	1371	SLC38A6	95
ENST00000241014.6	2136	MAPK8IP1	95
ENST00000220597.4	1299	PAG1	95
ENST00000515837.6	438	TMEM216	95
ENST00000241463.4	729	RASL11A	95
ENST00000406938.2	1188	CHKB	95
ENST00000310109.4	696	LIPT2	95
ENST00000282884.13	1260	RASSF8	95
ENST00000264914.8	1602	ARSB	95
ENST00000360025.7	1233	ARRB1	95
ENST00000293443.11	2481	FAM171A2	95
ENST00000381920.7	1215	METTL22	95
ENST00000268154.8	1995	ZNF710	95
ENST00000373709.7	1368	SERINC2	95
ENST00000326495.9	3150	SSH1	95
ENST00000375377.1	4080	KIAA1462	95
ENST00000375893.6	1071	GPANK1	95
ENST00000356836.10	1119	B4GALT2	95
ENST00000266037.9	6093	DOCK3	95
ENST00000250111.8	873	ATP1B2	94.9
ENST00000245543.5	597	ARMC7	94.8
ENST00000338702.3	1584	MAOA	94.7
ENST00000442396.6	2784	ZNF839	94.6
ENST00000372851.7	810	RIMS4	94.3
ENST00000369604.5	2289	PHTF1	94.2
ENST00000280704.8	999	LDHC	94
ENST00000305798.7	807	TSPAN5	94
ENST00000409150.7	1254	NEMP2	94
ENST00000246190.10	1191	NECAB3	94
ENST00000369849.8	1500	INA	94
ENST00000311227.6	1344	TEAD2	94
ENST00000393437.7	2265	LONRF2	94
ENST00000476993.1	1338	VWA1	94
ENST00000331272.7	1239	FBXW4	93.9
ENST00000372050.7	2745	RALGDS	93.9
ENST00000281474.9	2928	BICD1	93.9
ENST00000288723.8	663	RAB28	93.9
ENST00000262259.6	2136	ZNF175	93.9
ENST00000244576.8	1077	ZNF391	93.9
ENST00000245304.4	552	RAP2A	93.7
ENST00000331426.5	1074	RBM43	93.7
ENST00000322354.3	591	SERTAD3	93.5
ENST00000400577.3	846	RBM11	93.5
ENST00000380959.7	1263	NFIB	93.4
ENST00000246421.4	801	SLC35E2	93.4
ENST00000336976.10	2124	ZNF224	93.4
ENST00000351773.7	1686	ZNF37A	93.3
ENST00000306336.5	501	C2orf68	93.2
ENST00000325421.6	1689	ZNF579	93
ENST00000321437.8	624	RAB8B	93
ENST00000263275.4	540	OPA3	93
ENST00000331762.7	528	IMMP2L	93
ENST00000272452.6	909	SULT1C4	93
ENST00000275016.2	1410	CYP39A1	93
ENST00000373452.2	1503	ZBTB34	93
ENST00000204961.4	1041	EFNB1	93
ENST00000310343.13	6264	ARHGAP32	93
ENST00000241274.3	2934	SLITRK3	93
ENST00000296043.6	5991	SHROOM3	93
ENST00000268251.12	1503	ABAT	92.9
ENST00000320203.8	591	RBPMS	92.9
ENST00000358689.8	1851	ENTPD4	92.2
ENST00000314728.9	1926	EPN2	92.1
ENST00000370474.3	327	SDHAF4	92.1
ENST00000543936.6	273	BLOC1S5	92.1
ENST00000254190.3	2409	CHSY1	92
ENST00000301215.7	2013	ZNF526	92
ENST00000286733.8	1080	NAAA	92
ENST00000328666.10	1203	SIRT7	92
ENST00000378061.6	2259	ZNF425	92
ENST00000394427.2	1296	QRFPR	92
ENST00000443527.6	1845	CRY2	92
ENST00000395965.7	1251	FAM172A	92
ENST00000337979.8	870	STX3	92
ENST00000309048.7	417	APITD1	92
ENST00000228510.7	1191	MVK	92
ENST00000578921.5	588	RAB31	92
ENST00000381482.7	1605	STK35	92
ENST00000374704.7	1026	CCNY	92
ENST00000338099.9	2313	CMTR2	92
ENST00000290295.7	855	HOXB13	92
ENST00000340694.8	3297	PPP1R9A	92
ENST00000307450.10	441	MORN4	92
ENST00000332783.11	957	ASB7	92
ENST00000361131.4	498	PPP1R14C	92
ENST00000290418.4	2232	CCDC142	91.9
ENST00000317811.5	1314	FJX1	91.9
ENST00000554922.5	5934	EML5	91.9
ENST00000302392.4	480	TMEM42	91.8
ENST00000295886.4	1104	NKX6-1	91.7
ENST00000307767.12	618	TVP23B	91.6
ENST00000378278.6	2079	DCLRE1C	91.4
ENST00000316757.3	1728	APBA3	91.3
ENST00000380056.7	2676	SLC4A11	91.2
ENST00000371079.5	2814	ROR1	91.1
ENST00000378458.6	396	FAM107B	91
ENST00000450966.5	3744	USP40	91
ENST00000336505.10	1821	SCAI	91
ENST00000227756.4	1824	GALNT18	91
ENST00000304231.12	1065	HOMER2	91
ENST00000360375.7	3099	LRRCC1	91
ENST00000216085.11	1161	RHBDD3	91
ENST00000257696.4	192	HILPDA	91
ENST00000543610.5	996	CCDC189	91
ENST00000275532.7	870	KCTD7	91
ENST00000377627.7	528	THAP3	91
ENST00000343484.9	900	TCEA2	90.8
ENST00000591344.1	3273	ZNF850	90.8
ENST00000307845.7	582	HPCAL1	90.8
ENST00000373125.8	1800	DACH2	90.8
ENST00000426739.6	2103	ZNF234	90.7
ENST00000380746.8	2172	DNMT3A	90.5
ENST00000376032.8	684	TEX30	90.3
ENST00000259951.11	1329	HLA-F	90.2
ENST00000326397.9	567	RWDD4	90.1
ENST00000321736.5	279	CNPY1	90
ENST00000243056.4	993	HOXC13	90
ENST00000298743.8	1038	GAS1	90
ENST00000270530.8	2385	EVI5L	90
ENST00000290200.6	978	IL10RB	90
ENST00000397942.3	1608	SOCS6	90
ENST00000609923.5	999	SLC25A16	90
ENST00000296591.9	1443	EDIL3	90
ENST00000243213.1	1143	IL13RA2	90
ENST00000287387.6	618	WDYHV1	90
ENST00000496259.5	3195	KRBA1	90
ENST00000371068.9	1923	EFHC1	90
ENST00000064780.6	1293	RELT	90
ENST00000367012.3	1071	SERTAD4	90
ENST00000512701.6	2049	TTC39B	90
ENST00000393276.7	2616	DENND2C	89.8
ENST00000424340.5	3402	NPIPB5	89.4
ENST00000339394.6	1329	SDC3	89.3
ENST00000340020.10	921	AIDA	89.3
ENST00000396408.7	1572	ZNF765	89.1
ENST00000389384.8	1044	ATXN7L3	89.1
ENST00000247178.5	1479	ATG14	89.1
ENST00000311437.10	1590	ZNF490	89
ENST00000440460.6	2052	DIXDC1	89
ENST00000373045.10	1374	MANEAL	89
ENST00000222122.9	978	DBP	89
ENST00000279396.10	723	TMEM219	89
ENST00000276282.6	3159	MFHAS1	89
ENST00000244741.9	495	CDKN1A	89
ENST00000258083.2	567	PRADC1	89
ENST00000310455.3	858	PPP1R3B	89
ENST00000458276.6	1050	ABHD5	89
ENST00000259006.7	384	LIMD2	89
ENST00000378887.3	348	SDHAF1	89
ENST00000394095.6	3153	SENP7	89
ENST00000257209.8	4320	FHOD3	89
ENST00000376567.6	2631	DDR1	89
ENST00000336180.6	1944	LIMK1	89
ENST00000343060.4	1008	HOXA1	89
ENST00000455537.6	3099	KIF5A	88.9
ENST00000360540.9	1074	PCMTD1	88.9
ENST00000264848.9	654	C3orf52	88.7
ENST00000333412.3	5103	LRRC37A2	88.5
ENST00000377294.2	1638	ZKSCAN4	88.5
ENST00000325134.9	1269	ZNF550	88.5
ENST00000404390.7	1917	INPP5J	88.4
ENST00000367137.3	1542	SLC41A1	88.4
ENST00000275230.5	1854	SLC2A12	88.4
ENST00000274599.9	1815	ZNF300	88.2
ENST00000264827.9	2154	HOOK2	88.1
ENST00000316418.9	2160	AHRR	88.1
ENST00000299871.9	1890	ZNF211	88.1
ENST00000306320.9	1494	FAM134B	88
ENST00000425382.5	846	ELOVL7	88
ENST00000297145.8	1218	C7orf60	88
ENST00000260282.8	288	FXYD6	88
ENST00000299237.2	1749	ZNF319	88
ENST00000297994.3	951	TRMT10B	88
ENST00000558259.5	2250	APBA2	88
ENST00000327374.8	831	TANGO2	88
ENST00000606117.1	933	SIRT5	88
ENST00000335749.4	5181	TNRC6C	88
ENST00000262301.15	1704	LMF1	88
ENST00000369209.7	2028	HSPA12A	88
ENST00000347755.9	2733	PIDD1	88
ENST00000378380.4	2331	ANKEF1	88
ENST00000332896.7	600	CRADD	88
ENST00000548278.1	810	RITA1	88
ENST00000447740.6	1464	CARD8	88
ENST00000396124.8	1002	NDUFAF6	88
ENST00000273861.4	1314	SLC10A4	88
ENST00000370035.7	1083	FAM102B	88
ENST00000299697.11	798	TK2	88
ENST00000344528.8	2892	SH3BP4	88
ENST00000354638.7	2517	OCA2	87.9
ENST00000227618.8	366	ANAPC15	87.9
ENST00000282308.3	1884	ZNF256	87.8
ENST00000457749.6	2157	ZNF28	87.7
ENST00000394636.8	1452	IRX5	87.5
ENST00000361524.7	3936	ZNF521	87.5
ENST00000269576.5	1755	KRT10	87.3
ENST00000239165.8	654	HOXB7	87.2
ENST00000252971.10	1206	MNX1	87.2
ENST00000308354.11	1809	PDLIM2	87
ENST00000263125.9	2121	PRKCQ	87
ENST00000409900.7	1380	CHN1	87
ENST00000350082.9	1899	ICK	87
ENST00000421865.2	9369	LAMA2	87
ENST00000374338.4	927	LDLRAP1	87
ENST00000306645.9	564	C17orf62	87
ENST00000369872.3	819	SYPL2	87
ENST00000251582.11	3636	ADAMTS2	87
ENST00000320578.2	654	RAB39A	87
ENST00000280560.12	2301	ABCB9	87
ENST00000164133.6	1494	PPP2R5B	86.9
ENST00000377205.5	840	NMNAT1	86.9
ENST00000296343.9	2919	RUBCN	86.6
ENST00000342854.9	1155	TCF7	86.4
ENST00000256544.7	915	KATNBL1	86.4
ENST00000301310.8	1554	ZNF582	86.3
ENST00000371019.3	702	FRAT2	86.3
ENST00000358293.7	1152	FAM217B	86.1
ENST00000372841.7	1479	FUT11	86.1
ENST00000416247.3	276	SMIM13	86.1
ENST00000264409.4	1305	GPAT3	86
ENST00000371608.6	612	BCAS4	86
ENST00000249344.6	2505	STRIP2	86
ENST00000296721.8	2307	AFAP1L1	86
ENST00000409579.5	3756	AFF3	86
ENST00000355076.6	714	KCTD6	86
ENST00000324109.8	4734	DNMBP	86
ENST00000574538.1	1419	METTL4	86
ENST00000532414.2	1563	MEX3A	86
ENST00000245451.8	1227	BMP4	86
ENST00000397397.6	717	TSPAN4	86
ENST00000359593.8	1362	AP4M1	86
ENST00000377067.8	1719	GPC5	86
ENST00000356264.6	2088	AMPH	86
ENST00000252032.9	3534	C20orf194	86
ENST00000359744.7	726	PHOSPHO2	86
ENST00000617380.1	2772	PCDHGB5	86
ENST00000375708.3	2832	ROR2	86
ENST00000258229.13	6414	PCNXL2	85.9
ENST00000610261.5	1947	ZNF595	85.9
ENST00000261205.8	1269	SYT1	85.8
ENST00000337664.8	1278	AADAT	85.7
ENST00000375464.6	552	CARD19	85.5
ENST00000373935.3	1251	IPMK	85.5
ENST00000355095.8	1284	ZNF736	85.4
ENST00000311364.8	474	RFESD	85.3
ENST00000389707.8	1878	ARNTL	85.2
ENST00000611618.1	894	TRIM52	85.1
ENST00000375299.7	1431	UPF3A	85.1
ENST00000388759.7	579	NKIRAS1	85
ENST00000317459.10	762	TRPT1	85
ENST00000393256.7	597	BCL2L11	85
ENST00000310926.8	1932	SLCO2A1	85
ENST00000315930.10	738	FGF13	85
ENST00000323944.9	633	STXBP6	85
ENST00000367701.9	1512	ZBTB37	85
ENST00000295500.8	2613	GPR155	85
ENST00000268695.9	1569	GALNS	85
ENST00000259254.8	387	GYPC	85
ENST00000519973.5	1017	SLC25A37	85
ENST00000288368.4	4821	PREX2	85
ENST00000378988.4	960	MAGEB2	85
ENST00000361589.8	2472	NLGN1	85
ENST00000221466.9	1098	FCGRT	85
ENST00000392825.7	1671	GALNT13	85
ENST00000262811.10	3930	MAST3	85
ENST00000358495.7	1257	RAD52	85
ENST00000256001.12	1257	ACTR3B	84.9
ENST00000297109.10	552	SAP30L	84.9
ENST00000298630.7	1461	STK32C	84.6
ENST00000595646.5	1569	ZNF468	84.4
ENST00000249861.8	774	THAP10	84.4
ENST00000328178.12	1788	ZNF85	84.3
ENST00000391711.7	1299	ZNF829	84.2
ENST00000424479.6	795	PLPP5	84.1
ENST00000396846.7	2094	ZSCAN32	84
ENST00000628514.2	1416	SUGCT	84
ENST00000362003.9	729	PCGF3	84
ENST00000372237.7	834	TMEM53	84
ENST00000298912.8	3009	CLMN	84
ENST00000359595.7	1083	HAPLN3	84
ENST00000367463.4	1221	UST	84
ENST00000374852.3	2115	MTMR8	84
ENST00000505820.6	3213	MIB2	84
ENST00000296498.3	2628	PRSS12	84
ENST00000367559.7	2226	RNASEL	84
ENST00000332349.4	1575	JRKL	84
ENST00000264694.12	2523	SNX25	83.9
ENST00000430334.7	3171	PLEKHM1	83.7
ENST00000588221.5	1650	ZNF266	83.7
ENST00000262585.6	3597	DENND3	83.6
ENST00000252050.8	7554	CUL9	83.4
ENST00000248211.10	1722	ZNF10	83.3
ENST00000305768.9	2352	CEP89	83.3
ENST00000282292.8	1329	ZNF773	83.2
ENST00000253115.6	1665	ZNF426	83.1
ENST00000306829.10	7629	TLN2	83
ENST00000393545.8	1800	SPATA7	83
ENST00000257868.9	1224	GDF11	83
ENST00000373189.5	1428	SLC29A3	83
ENST00000382112.7	4785	DEPDC5	83
ENST00000305958.8	1668	SMOX	83
ENST00000323703.10	1626	ZNF513	83
ENST00000264638.8	4155	CNTNAP1	83
ENST00000481848.6	2844	RP3-403A15.5	83
ENST00000525778.5	2844	SOGA3	83
ENST00000263093.6	2073	SLC27A5	83
ENST00000342462.4	1362	TMPPE	83
ENST00000368977.8	1446	LACE1	83
ENST00000294638.9	1071	LHX8	83
ENST00000330055.6	1389	ADRA2C	83
ENST00000259365.8	1080	TMOD1	83
ENST00000379600.7	1044	NHLRC3	83
ENST00000319974.5	1158	C2orf69	83
ENST00000359918.8	876	ART5	83
ENST00000261844.11	3231	FAM214A	83
ENST00000566228.5	2442	SNX29	83
ENST00000579565.5	1056	MSL1	82.9
ENST00000373930.3	1809	MEGF9	82.9
ENST00000328654.9	1602	ZNF26	82.9
ENST00000317201.6	1332	HOXA3	82.8
ENST00000239614.8	1524	MSANTD2	82.8
ENST00000250448.2	1419	FOXA1	82.5
ENST00000314752.11	888	SULT1A1	82.4
ENST00000407847.4	1788	PRDM6	82.3
ENST00000222728.3	702	HOXA6	82.2
ENST00000314531.4	1638	ZNF77	82.2
ENST00000373337.3	465	ZMYM6NB	82.1
ENST00000360689.9	1728	FUT8	82.1
ENST00000262158.6	1281	SMAD7	82
ENST00000334801.7	4500	BCL9L	82
ENST00000222256.8	663	RAB3A	82
ENST00000290219.10	1014	IFNGR2	82
ENST00000306593.1	2817	PCDHGC4	82
ENST00000264444.6	666	MXD1	82
ENST00000372521.8	201	SVBP	82
ENST00000303052.12	1269	CSNK1G1	82
ENST00000298694.8	4560	ARHGEF40	82
ENST00000616661.4	909	DHRS3	82
ENST00000378454.7	1431	DCDC2	82
ENST00000346248.7	1686	CHST15	82
ENST00000178638.7	1065	CA12	82
ENST00000354300.4	915	PPTC7	82
ENST00000262430.5	1482	MLYCD	82
ENST00000380092.8	1086	ANKRD16	82
ENST00000361927.8	1881	COLGALT2	82
ENST00000507116.5	2238	PDE4D	81.9
ENST00000339296.9	1320	ZNF621	81.9
ENST00000306078.1	1311	KCNG3	81.9
ENST00000354590.7	1536	ZBTB45	81.8
ENST00000270221.10	492	EMP3	81.7
ENST00000302327.3	843	ING2	81.7
ENST00000330070.5	1071	HOXB2	81.7
ENST00000160373.7	4992	CTTNBP2	81.6
ENST00000369787.7	1908	KCNC4	81.5
ENST00000379660.4	1206	SLC35B3	81.2
ENST00000291182.8	2217	ZNF235	81.2
ENST00000322748.7	1650	ZNF18	81.1
ENST00000332351.7	1554	WT1	81.1
ENST00000568954.5	3972	PHLPP2	81.1
ENST00000332175.12	4359	PTPRM	81
ENST00000254657.7	3768	PER2	81
ENST00000254436.7	1428	TRIM21	81
ENST00000339241.1	960	SPRY1	81
ENST00000375614.6	1125	LAYN	81
ENST00000368926.5	1026	C1orf56	81
ENST00000538976.5	3204	DAAM2	81
ENST00000539867.5	2286	TBC1D30	81
ENST00000286096.8	1251	KDM8	81
ENST00000531380.1	1614	FZD4	81
ENST00000159087.6	3699	ANO8	81
ENST00000391720.8	1767	DNAAF3	81
ENST00000272322.8	2934	VPS54	81
ENST00000217381.2	1518	SNTA1	81
ENST00000398016.7	3231	GRIP1	81
ENST00000332981.9	2052	PRKCH	81
ENST00000295087.12	540	ARL5A	81
ENST00000298068.9	2331	HECTD2	81
ENST00000338595.6	732	GSTO2	81
ENST00000398594.3	2790	PCDHGB7	81
ENST00000310389.5	735	ARL10	80.9
ENST00000333244.5	17388	AHNAK2	80.9
ENST00000313525.3	1083	DNAJC25	80.6
ENST00000300176.8	1446	AGFG2	80.6
ENST00000337737.7	1044	DTX3	80.4
ENST00000310981.5	648	SFT2D3	80.4
ENST00000358196.7	1785	GAD1	80.3
ENST00000288078.10	3255	FUK	80
ENST00000319397.6	1326	ETS1	80
ENST00000242248.9	1485	POLM	80
ENST00000358369.8	1782	FAM73B	80
ENST00000216068.8	318	DNAL4	80
ENST00000304338.7	2622	PPP4R4	80
ENST00000368984.7	1443	HTRA1	80
ENST00000356797.7	603	ARL4A	80
ENST00000306954.4	303	C14orf142	80
ENST00000375790.9	1059	MKX	80
ENST00000219409.7	678	ARHGDIG	80
ENST00000376896.7	1380	RORB	80
ENST00000368407.7	618	EFNA1	80
ENST00000397081.7	3036	RAPGEF4	80
ENST00000268989.7	3156	SGSM2	80
ENST00000357436.4	2106	SH3BP1	80
ENST00000274289.7	2058	PLK2	80
ENST00000322038.5	3099	TSHZ1	80
ENST00000328766.9	1899	ARMCX2	80
ENST00000314567.7	372	CDPF1	80
ENST00000262966.12	1416	MPND	80
ENST00000360004.5	801	HLA-DRB1	79.8
ENST00000292841.9	2310	ZNF585A	79.7
ENST00000347077.8	2511	ZNF546	79.7
ENST00000275364.7	1146	GNA12	79.3
ENST00000376718.7	9267	PRUNE2	79.3
ENST00000187879.12	1356	ZNF222	79.2
ENST00000357328.8	1740	ZNF248	79.2
ENST00000306006.10	1377	ZNF239	79
ENST00000409871.5	3570	ZC3H6	79
ENST00000436562.1	213	BBIP1	79
ENST00000266943.10	1386	SLC46A3	79
ENST00000281708.8	2124	FBXW7	79
ENST00000295324.3	765	CDC42EP3	79
ENST00000319374.4	792	ZDHHC22	79
ENST00000216024.6	1023	DMC1	79
ENST00000261304.6	2058	GALC	79
ENST00000370487.4	615	MRGBP	79
ENST00000343958.8	4293	FGD6	79
ENST00000356438.7	900	HYLS1	79
ENST00000281419.7	3021	ASAP2	79
ENST00000160298.8	3750	CAMSAP3	79
ENST00000358022.4	639	TUSC1	79
ENST00000378295.8	1911	TP73	79
ENST00000358656.8	1116	ZNF707	79
ENST00000263390.7	1803	MED26	79
ENST00000330143.7	1125	ZNF696	78.6
ENST00000341191.10	1833	ZNF823	78.6
ENST00000561878.1	435	TMEM170A	78.2
ENST00000375787.6	858	DDAH2	78.2
ENST00000301998.4	1194	B3GNT2	78
ENST00000515673.6	1317	RNF150	78
ENST00000380916.8	798	ZDHHC21	78
ENST00000357545.8	1302	SPOCK3	78
ENST00000374736.7	6786	ABCA1	78
ENST00000245323.4	1002	EFNB2	78
ENST00000258436.9	1425	MFSD9	78
ENST00000395045.6	1527	MATK	78
ENST00000309957.2	1173	CARKD	78
ENST00000522677.7	2259	MYBL1	78
ENST00000220772.7	945	SFRP1	78
ENST00000357485.7	1785	ARID5A	78
ENST00000419235.6	618	DUSP22	78
ENST00000338010.9	1161	ZNF385A	78
ENST00000252530.9	1050	FAM98C	78
ENST00000274192.6	780	SRD5A1	78
ENST00000435680.5	2334	MTMR10	78
ENST00000292140.9	1923	PHLDB3	78
ENST00000375446.4	459	NINJ1	78
ENST00000322177.5	600	RPP25	78
ENST00000376495.4	1446	OTUD1	78
ENST00000303809.6	1428	ZNF296	78
ENST00000280758.9	3315	BTBD11	78
ENST00000299641.8	2652	NDST2	78
ENST00000616305.1	990	GATSL2	77.9
ENST00000318063.9	1593	MICU3	77.9
ENST00000264977.7	3453	PPP2R3A	77.5
ENST00000429154.6	1425	ZNF230	77.5
ENST00000543824.5	3015	PHC1	77.1
ENST00000361492.8	4761	GLI2	77.1
ENST00000369479.1	207	CMC4	77
ENST00000266254.11	1272	TTLL1	77
ENST00000484457.5	1272	FBXL2	77
ENST00000316364.9	3222	SEMA6D	77
ENST00000376371.6	1101	GKAP1	77
ENST00000329713.4	1710	MEX3B	77
ENST00000366958.8	2214	PROX1	77
ENST00000335099.7	1263	RTN4RL2	77
ENST00000228705.6	1545	PPM1H	77
ENST00000371130.7	8178	TENM1	77
ENST00000336702.7	2124	C2CD2L	77
ENST00000376460.5	6207	DOCK9	77
ENST00000371738.3	537	DNLZ	77
ENST00000354340.8	2724	ZNF112	77
ENST00000506784.5	1515	CDK18	76.9
ENST00000302692.6	966	SLC25A33	76.9
ENST00000243644.8	1599	ZNF350	76.8
ENST00000250617.6	2331	ARHGEF6	76.7
ENST00000324432.9	1869	DTX2	76.5
ENST00000301042.7	1317	ZNF641	76.2
ENST00000612867.4	3180	ZNF658	76.2
