"notstall"	"other"	"stall"	"n"	"mu"	"sigma"	"z"	"gene_name"
"8882"	15	37	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"ZBED9"
"8883"	15	17	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"ZMYND8"
"8884"	13	1	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"ARSA"
"8885"	13	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"HDAC10"
"8886"	13	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"EEPD1"
"8887"	13	17	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SNRNP27"
"8888"	13	9	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"NECAB3"
"8889"	13	32	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"FAM65B"
"8890"	13	22	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"ASUN"
"8891"	13	34	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SRBD1"
"8892"	13	9	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"ARSB"
"8893"	13	14	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"TRPC1"
"8894"	13	55	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"CCDC191"
"8895"	13	21	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"VPS35"
"8896"	13	18	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"PCDHB1"
"8897"	13	6	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"PIGS"
"8898"	13	14	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"AMZ1"
"8899"	13	7	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"CLU"
"8900"	13	17	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"TSPEAR"
"8901"	13	19	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"KCNA4"
"8902"	13	26	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"KCNH8"
"8903"	13	31	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"NLRP3"
"8904"	13	16	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SNTB2"
"8905"	13	34	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"ZNF644"
"8906"	13	10	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SIRT6"
"8907"	13	12	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"CAPRIN1"
"8908"	13	4	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"MEF2D"
"8909"	13	5	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"ENTPD2"
"8910"	13	4	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"PDLIM7"
"8911"	13	5	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"HOMEZ"
"8912"	13	6	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"DDX47"
"8913"	13	5	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"C9orf114"
"8914"	13	19	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"COLGALT2"
"8915"	13	12	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"ETV3"
"8916"	13	2	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"VAX1"
"8917"	13	34	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"PHTF1"
"8918"	13	10	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SRPK3"
"8919"	13	30	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SORBS1"
"8920"	13	14	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"CPT2"
"8921"	13	15	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"FBXO42"
"8922"	13	7	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"RNF215"
"8923"	13	4	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"LHX6"
"8924"	13	2	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"NFIX"
"8925"	13	5	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"EVPLL"
"8926"	13	22	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"TRPV1"
"8927"	13	17	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"PRR35"
"8928"	13	7	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"GAS7"
"8929"	13	3	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"ASIC1"
"8930"	13	44	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"PARP14"
"8931"	13	10	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"ALYREF"
"8932"	13	15	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"APBB2"
"8933"	13	12	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SOX5"
"8934"	13	0	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"NOSIP"
"8935"	13	36	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"ZNF616"
"8936"	13	8	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"AP2B1"
"8937"	17	12	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"TTC31"
"8938"	17	6	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"FAM53C"
"8939"	17	20	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"STRIP2"
"8940"	17	18	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"OSBP"
"8941"	17	7	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"BCKDHA"
"8942"	17	22	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"LRRC56"
"8943"	17	30	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"NVL"
"8944"	17	15	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"PPM1D"
"8945"	17	31	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"TNKS"
"8946"	17	3	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"CDC20"
"8947"	17	11	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"RORC"
"8948"	17	3	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"KIAA0930"
"8949"	17	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"MCTP2"
"8950"	17	41	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"ANKLE2"
"8951"	17	15	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"RRBP1"
"8952"	17	28	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"ULK2"
"8953"	17	10	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"TXLNA"
"8954"	17	16	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"ATG16L1"
"8955"	17	31	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"CEP112"
"8956"	17	51	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"DDX60"
"8957"	17	28	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"GRIP1"
"8958"	17	14	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"GAREM"
"8959"	17	9	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"ANKRD65"
"8960"	11	6	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ZPBP"
"8961"	11	13	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"USP10"
"8962"	11	1	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"LIN7B"
"8963"	11	16	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"FANCE"
"8964"	11	17	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"CDH9"
"8965"	11	4	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"PLAGL2"
"8966"	11	20	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"UTP3"
"8967"	11	21	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"DSG3"
"8968"	11	16	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ANKRD13A"
"8969"	11	18	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ATP2C2"
"8970"	11	14	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"PPM1F"
"8971"	11	10	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"DLAT"
"8972"	11	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"TKTL2"
"8973"	11	3	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"VPS26B"
"8974"	11	10	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"GTF2E1"
"8975"	11	8	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"GABRB1"
"8976"	11	2	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"GBX1"
"8977"	11	17	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"LARP6"
"8978"	11	15	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"RNF139"
"8979"	11	25	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"KCTD19"
"8980"	11	13	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"RNMTL1"
"8981"	11	18	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ATP6V0A4"
"8982"	11	7	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"CRTC1"
"8983"	11	6	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"SPEM1"
"8984"	11	17	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"TNNI3K"
"8985"	11	7	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"STK11"
"8986"	11	7	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"C1QTNF8"
"8987"	11	5	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"PPIL2"
"8988"	11	15	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ZNF212"
"8989"	11	20	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"HEXDC"
"8990"	11	13	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ESR2"
"8991"	11	13	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"KLHL6"
"8992"	11	36	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"PCDH18"
"8993"	11	17	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"DZIP1"
"8994"	11	5	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"CDK10"
"8995"	11	28	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ZC3H7A"
"8996"	11	10	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ARHGAP8"
"8997"	11	1	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"HOXA4"
"8998"	11	6	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"C17orf97"
"8999"	11	26	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"DARS2"
"9000"	11	23	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"DDX26B"
"9001"	11	8	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"B4GALT5"
"9002"	11	8	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"GLRA4"
"9003"	11	6	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"WDR34"
"9004"	11	2	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"XKR8"
"9005"	11	9	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"GRTP1"
"9006"	11	9	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ACOT7"
"9007"	11	14	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"DFFB"
"9008"	11	10	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"NR0B1"
"9009"	11	22	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"CLCN4"
"9010"	11	1	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"SOD3"
"9011"	11	18	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"CCDC174"
"9012"	11	9	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"BTBD6"
"9013"	11	34	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"TRPS1"
"9014"	11	41	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"SCN7A"
"9015"	11	5	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ABHD4"
"9016"	11	4	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"RIMKLA"
"9017"	11	12	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"BORCS8-MEF2B"
"9018"	11	18	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ITIH3"
"9019"	11	32	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"AGBL2"
"9020"	11	3	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"GPR61"
"9021"	11	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"DPF3"
"9022"	11	4	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"GFY"
"9023"	11	16	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"PPP4R3B"
"9024"	11	9	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"NR2E3"
"9025"	19	8	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"RSAD1"
"9026"	19	46	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"ALS2"
"9027"	19	11	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"CKMT1B"
"9028"	19	36	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"CCDC8"
"9029"	19	10	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"PPM1J"
"9030"	19	9	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"DOK3"
"9031"	19	50	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"PLEKHG1"
"9032"	19	12	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"CIZ1"
"9033"	19	4	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"RPS6KA1"
"9034"	19	26	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"POLA1"
"9035"	19	43	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"CCDC171"
"9036"	19	28	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"MDGA2"
"9037"	19	36	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"NEDD4L"
"9038"	19	11	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"CKMT1A"
"9039"	19	32	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"ZNF839"
"9040"	19	27	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"TNRC6B"
"9041"	34	50	19	53	14.0179624900942	3.21097392972648	1.55156585476549	"AKNA"
"9042"	21	6	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"KEAP1"
"9043"	21	8	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"TTLL12"
"9044"	21	21	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"XPO7"
"9045"	21	5	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"ABCB9"
"9046"	21	12	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"SLC12A6"
"9047"	21	3	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"DMAP1"
"9048"	21	14	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"SIRT7"
"9049"	21	25	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"TOP1MT"
"9050"	21	61	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"TRPM6"
"9051"	21	8	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"CNKSR1"
"9052"	21	14	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"STRIP1"
"9053"	21	26	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"RAPGEF1"
"9054"	21	17	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"ZFYVE1"
"9055"	9	7	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"PLEK2"
"9056"	9	11	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"RSPO4"
"9057"	9	5	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"GAPDHS"
"9058"	9	25	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"FAM149A"
"9059"	9	6	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"DGAT2"
"9060"	9	13	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"RSPH4A"
"9061"	9	25	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"NDUFS1"
"9062"	9	19	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"FBXO30"
"9063"	9	4	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"RAB40C"
"9064"	9	7	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"NT5E"
"9065"	9	23	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"USP44"
"9066"	9	17	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SLC3A1"
"9067"	9	22	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SNCAIP"
"9068"	9	10	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"HRASLS"
"9069"	9	5	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"GMEB2"
"9070"	9	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SEPT12"
"9071"	9	42	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ABCA10"
"9072"	9	13	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"KLHDC4"
"9073"	9	1	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"EVA1B"
"9074"	9	44	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"CENPC"
"9075"	9	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"PAOX"
"9076"	9	6	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SLC43A1"
"9077"	9	19	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"BMP3"
"9078"	9	35	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"WDR66"
"9079"	9	8	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SDR9C7"
"9080"	9	7	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"RNF149"
"9081"	9	1	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"PGAM2"
"9082"	9	7	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"PSMC3"
"9083"	9	6	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"IGFBP6"
"9084"	9	29	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"THAP9"
"9085"	9	0	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ARL10"
"9086"	9	27	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ZNF507"
"9087"	9	3	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"CHMP2A"
"9088"	9	5	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"FOSL1"
"9089"	9	14	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"TRIT1"
"9090"	9	5	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SGF29"
"9091"	9	15	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SSUH2"
"9092"	9	17	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"MAGEF1"
"9093"	9	31	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ANKFN1"
"9094"	9	24	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"UBASH3A"
"9095"	9	19	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ANKDD1A"
"9096"	9	1	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"FOXJ1"
"9097"	9	29	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ZKSCAN8"
"9098"	9	4	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"STAC3"
"9099"	9	24	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SLC8A1"
"9100"	9	23	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"TCF12"
"9101"	9	14	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"WASF3"
"9102"	9	11	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ASTL"
"9103"	9	21	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"CLIC6"
"9104"	9	11	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ERO1B"
"9105"	9	22	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"TDRD7"
"9106"	9	28	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ZNF44"
"9107"	9	12	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ARIH2"
"9108"	9	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"THRB"
"9109"	9	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"FAM212B"
"9110"	9	5	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"RIT1"
"9111"	9	8	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"PEX11B"
"9112"	9	4	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SAMD10"
"9113"	9	21	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"KIAA1324"
"9114"	9	22	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"DNTT"
"9115"	9	3	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"PPCS"
"9116"	9	2	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"RSG1"
"9117"	9	2	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"PPP1CA"
"9118"	9	8	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"CARNMT1"
"9119"	9	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"FOXH1"
"9120"	9	17	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"HADHA"
"9121"	9	14	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"IRF4"
"9122"	9	10	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"LGI2"
"9123"	9	7	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SYT12"
"9124"	9	19	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"NSF"
"9125"	9	17	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ACSM4"
"9126"	9	10	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"KY"
"9127"	9	12	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"MAVS"
"9128"	9	4	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"DTWD2"
"9129"	9	12	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"PCYT2"
"9130"	9	4	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"TNFSF14"
"9131"	9	6	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"HNF1B"
"9132"	45	28	24	69	18.2498002229528	3.66372940429747	1.5694935794937	"LRRC16B"
"9133"	23	39	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"WDR7"
"9134"	23	46	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"SCAF4"
"9135"	23	2	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"MEN1"
"9136"	23	14	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"LSS"
"9137"	23	20	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"ADAM15"
"9138"	23	33	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"MCF2L"
"9139"	23	14	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"STK35"
"9140"	23	4	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"KLC3"
"9141"	68	82	34	102	26.9779655469738	4.4544996646238	1.57639128560116	"ASH1L"
"9142"	1	7	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"STARD3NL"
"9143"	1	2	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SS18L2"
"9144"	1	6	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"UTS2"
"9145"	1	4	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TPSD1"
"9146"	1	2	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"RBX1"
"9147"	1	10	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"PSMA3"
"9148"	1	13	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SRP54"
"9149"	1	7	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"IL26"
"9150"	1	0	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"C12orf57"
"9151"	1	2	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SMIM8"
"9152"	1	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TNNC1"
"9153"	1	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"ACYP1"
"9154"	1	18	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"MTERF2"
"9155"	1	11	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TNFSF10"
"9156"	1	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"PI3"
"9157"	1	12	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"EFNB2"
"9158"	1	6	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SNRPB2"
"9159"	1	8	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"EVI2A"
"9160"	1	5	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"MAGEC2"
"9161"	1	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TSPAN8"
"9162"	1	9	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"YEATS4"
"9163"	1	29	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"USP29"
"9164"	1	6	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"LGALS3"
"9165"	1	11	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"COQ3"
"9166"	1	9	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"PEBP4"
"9167"	1	3	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"GIF"
"9168"	1	6	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"GGH"
"9169"	1	5	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"ARL3"
"9170"	1	14	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SSB"
"9171"	1	3	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"PRDX1"
"9172"	1	2	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"IL37"
"9173"	1	6	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SPCS2"
"9174"	1	6	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"STAM2"
"9175"	1	2	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"C3orf52"
"9176"	1	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"PAIP2"
"9177"	1	5	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"ADH4"
"9178"	1	5	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TMEM19"
"9179"	1	3	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TMBIM6"
"9180"	1	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TCTA"
"9181"	1	14	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SPATA9"
"9182"	1	10	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"NRBF2"
"9183"	1	17	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"MMP10"
"9184"	1	3	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TMEM251"
"9185"	1	8	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"CXCL13"
"9186"	1	3	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"CALM3"
"9187"	1	29	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"ZNF583"
"9188"	1	7	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"ARL5A"
"9189"	1	10	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SERPINI1"
"9190"	1	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"EIF5A2"
"9191"	1	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TM4SF18"
