"notstall"	"stall"	"n"	"mu"	"sigma"	"z"	"gene_name"
"8772"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"ETF1"
"8773"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"GPA33"
"8774"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"STX7"
"8775"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"HSF2"
"8776"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"PNLIP"
"8777"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"BRCC3"
"8778"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"MPP1"
"8779"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"CTAG2"
"8780"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"SH3GLB1"
"8781"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"STX12"
"8782"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"ZNF593"
"8783"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"GK"
"8784"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"MBTPS2"
"8785"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"ZDHHC21"
"8786"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"SIRPB1"
"8787"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"SRY"
"8788"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"LAIR1"
"8789"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"ADM2"
"8790"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"PRR34"
"8791"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"TMEM26"
"8792"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"C19orf73"
"8793"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"RAB6C"
"8794"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"PLPP2"
"8795"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"SLC25A17"
"8796"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"ELMOD1"
"8797"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"C11orf98"
"8798"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"SLC5A8"
"8799"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"FAM63B"
"8800"	14	4	18	4.76081744946596	1.87126414940465	-0.406579396985732	"DHRS3"
"8801"	50	16	66	17.4563306480419	3.58319804482523	-0.406433200125528	"ZSCAN20"
"8802"	47	15	62	16.3983712148272	3.47291928149887	-0.402650076630539	"SPAG9"
"8803"	44	14	58	15.3404117816125	3.3590219474088	-0.399048235646854	"XPO5"
"8804"	44	14	58	15.3404117816125	3.3590219474088	-0.399048235646854	"ALDH16A1"
"8805"	44	14	58	15.3404117816125	3.3590219474088	-0.399048235646854	"DIAPH1"
"8806"	44	14	58	15.3404117816125	3.3590219474088	-0.399048235646854	"RAPGEF4"
"8807"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"BCL7C"
"8808"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"GLA"
"8809"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"USF2"
"8810"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"DAO"
"8811"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"PRRX1"
"8812"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"APOL2"
"8813"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"TPH1"
"8814"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"ERAL1"
"8815"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"RDH5"
"8816"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"NDUFAF1"
"8817"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"SDF4"
"8818"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"IFT57"
"8819"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"TBC1D19"
"8820"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"ARRDC3"
"8821"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"TAPBPL"
"8822"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"ST8SIA2"
"8823"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"PSG9"
"8824"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"DNMT3L"
"8825"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"SLC20A1"
"8826"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"CDCA5"
"8827"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"CELF6"
"8828"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"WDR41"
"8829"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"RP9"
"8830"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"SNX7"
"8831"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"UGT8"
"8832"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"TMEM25"
"8833"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"TRIM55"
"8834"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"PNMA1"
"8835"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"TRPT1"
"8836"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"IMPDH2"
"8837"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"ALX4"
"8838"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"STRADA"
"8839"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"ZNF385A"
"8840"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"LRRC17"
"8841"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"ACSM6"
"8842"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"HLX"
"8843"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"NME7"
"8844"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"PHGDH"
"8845"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"CYB5R4"
"8846"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"PROZ"
"8847"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"LY6G6F"
"8848"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"TM9SF2"
"8849"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"RGP1"
"8850"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"C15orf59"
"8851"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"FAM9A"
"8852"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"FBXO8"
"8853"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"FAM199X"
"8854"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"CDKN2AIP"
"8855"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"ANGPT1"
"8856"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"LETM2"
"8857"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"RBM7"
"8858"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"ZNF410"
"8859"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"FAM181A"
"8860"	17	5	22	5.81877688268062	2.06876035573959	-0.395781406197676	"RP11-106M3.5"
"8861"	41	13	54	14.2824523483979	3.24112458115101	-0.395681287864118	"ABI3BP"
"8862"	41	13	54	14.2824523483979	3.24112458115101	-0.395681287864118	"TTC7B"
"8863"	41	13	54	14.2824523483979	3.24112458115101	-0.395681287864118	"TCEB3C"
"8864"	41	13	54	14.2824523483979	3.24112458115101	-0.395681287864118	"POTEF"
"8865"	41	13	54	14.2824523483979	3.24112458115101	-0.395681287864118	"WDR19"
"8866"	41	13	54	14.2824523483979	3.24112458115101	-0.395681287864118	"INPP5D"
"8867"	41	13	54	14.2824523483979	3.24112458115101	-0.395681287864118	"TCEB3CL2"
"8868"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"DVL2"
"8869"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"WDR35"
"8870"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"GCFC2"
"8871"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"DNA2"
"8872"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"MMS19"
"8873"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"KIF3A"
"8874"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"RNF216"
"8875"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"UNC5D"
"8876"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"POTEJ"
"8877"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"FAM198A"
"8878"	38	12	50	13.2244929151832	3.11877358234108	-0.392620010031016	"HDAC9"
"8879"	79	26	105	27.7714351218848	4.51953229677674	-0.391950981996108	"POLR1A"
"8880"	35	11	46	12.1665334819686	2.99142253205326	-0.389959448880623	"OSBP"
"8881"	35	11	46	12.1665334819686	2.99142253205326	-0.389959448880623	"IDE"
"8882"	35	11	46	12.1665334819686	2.99142253205326	-0.389959448880623	"SMARCC2"
"8883"	35	11	46	12.1665334819686	2.99142253205326	-0.389959448880623	"ATP1A1"
"8884"	35	11	46	12.1665334819686	2.99142253205326	-0.389959448880623	"NDOR1"
"8885"	35	11	46	12.1665334819686	2.99142253205326	-0.389959448880623	"NUB1"
"8886"	35	11	46	12.1665334819686	2.99142253205326	-0.389959448880623	"ERN1"
"8887"	35	11	46	12.1665334819686	2.99142253205326	-0.389959448880623	"SYTL5"
"8888"	35	11	46	12.1665334819686	2.99142253205326	-0.389959448880623	"FNDC3A"
"8889"	35	11	46	12.1665334819686	2.99142253205326	-0.389959448880623	"NPIPB9"
"8890"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"SCTR"
"8891"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"APPBP2"
"8892"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"FAM234B"
"8893"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"KRT23"
"8894"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"PNPLA3"
"8895"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"DNAJC17"
"8896"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"EIF3E"
"8897"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"AGXT2"
"8898"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"CDC7"
"8899"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"SCLY"
"8900"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"LACTB"
"8901"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"KLKB1"
"8902"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"PRKAR2B"
"8903"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"RNF157"
"8904"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"LRRTM2"
"8905"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"C11orf84"
"8906"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"ZFPL1"
"8907"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"TCF23"
"8908"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"PGM2L1"
"8909"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"TK2"
"8910"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"SLC39A4"
"8911"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"EDC3"
"8912"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"UGDH"
"8913"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"TIGD2"
"8914"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"CDC25C"
"8915"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"CDCA8"
"8916"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"EYA2"
"8917"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"ACAA1"
"8918"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"PAX4"
"8919"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"ZNF140"
"8920"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"SIRPA"
"8921"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"PSMD12"
"8922"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"PAX5"
"8923"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"SLC2A10"
"8924"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"UBQLN4"
"8925"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"PREP"
"8926"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"GBP6"
"8927"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"ACADM"
"8928"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"STX16"
"8929"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"CYP2J2"
"8930"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"TRMT2B"
"8931"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"MATN1"
"8932"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"TMEM246"
"8933"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"NEU1"
"8934"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"RHOBTB3"
"8935"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"KIR3DL1"
"8936"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"MTERF4"
"8937"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"SMU1"
"8938"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"GXYLT1"
"8939"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"FAM47E"
"8940"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"TOM1"
"8941"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"OSGIN2"
"8942"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"CAMKV"
"8943"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"EPHX2"
"8944"	20	6	26	6.87673631589528	2.24897961353865	-0.389837378079109	"ZBTB44"
"8945"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"ADCK2"
"8946"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"IFIH1"
"8947"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"GPSM2"
"8948"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"A2ML1"
"8949"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"ASPSCR1"
"8950"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"SUZ12"
"8951"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"ZKSCAN1"
"8952"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"ZNF860"
"8953"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"PTCHD1"
"8954"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"CCDC155"
"8955"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"UNC5C"
"8956"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"STIM2"
"8957"	32	10	42	11.1085740487539	2.85840320330132	-0.387829837117996	"ZMYND8"
"8958"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"HSP90AA1"
"8959"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"TRIM23"
"8960"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"NCAPH"
"8961"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"FAM155B"
"8962"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"CYP2E1"
"8963"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"SMAD7"
"8964"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"ICAM1"
"8965"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"FARS2"
"8966"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"DRAXIN"
"8967"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"RNPEP"
"8968"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"PLXDC1"
"8969"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"TRIT1"
"8970"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"IFT80"
"8971"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"FBXO21"
"8972"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"CASP9"
"8973"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"WASF3"
"8974"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"PRELP"
"8975"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"SLC2A11"
"8976"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"NOL12"
"8977"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"C4BPA"
"8978"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"DCLRE1B"
"8979"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"LRRC1"
"8980"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"KLF4"
"8981"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"RAP1GAP"
"8982"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"PDSS1"
"8983"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"CYP1A1"
"8984"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"IRF4"
"8985"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"EID2"
"8986"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"KHSRP"
"8987"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"LRRTM4"
"8988"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"HNRNPLL"
"8989"	23	7	30	7.93469574910993	2.41579162899973	-0.386910749209339	"ACSS3"
"8990"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"LRRFIP1"
"8991"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"REPS1"
"8992"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"CCDC82"
"8993"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"ANKRD44"
"8994"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"APPL1"
"8995"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"HSP90B1"
"8996"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"MSL3"
"8997"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"P2RX7"
"8998"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"SNTB2"
"8999"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"ZNF600"
"9000"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"ERMP1"
"9001"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"MAN1A2"
"9002"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"RRNAD1"
"9003"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"CHTOP"
"9004"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"ADAM30"
"9005"	29	9	38	10.0506146155392	2.71888377464182	-0.386413948745439	"CFB"
"9006"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"ICAM3"
"9007"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"SUGP1"
"9008"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"VIL1"
"9009"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"HSD17B4"
"9010"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"ARID3A"
"9011"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"DARS"
"9012"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"ADD2"
"9013"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"CBLC"
"9014"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"RNF139"
"9015"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"PDCD6IP"
"9016"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"BTK"
"9017"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"PTPN7"
"9018"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"ZNF610"
"9019"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"CYP2U1"
"9020"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"POLR3C"
"9021"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"ZNF212"
"9022"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"ACRC"
"9023"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"TTLL9"
"9024"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"PRAMEF15"
"9025"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"GPC6"
"9026"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"AUP1"
"9027"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"ACSL6"
"9028"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"RFX3"
"9029"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"BAG1"
"9030"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"BTBD9"
"9031"	26	8	34	8.99265518232459	2.57180658047565	-0.385975831098855	"PRAMEF26"
"9032"	73	24	97	25.6555162554555	4.3439489403471	-0.381108589946541	"LRRC16B"
"9033"	73	24	97	25.6555162554555	4.3439489403471	-0.381108589946541	"MYLK"
"9034"	73	24	97	25.6555162554555	4.3439489403471	-0.381108589946541	"MAP3K1"
"9035"	168	57	225	59.5102181183245	6.61591784717651	-0.379420992870368	"EIF3A"
"9036"	70	23	93	24.5975568222408	4.25344007877271	-0.375591707571852	"RPAP1"
"9037"	67	22	89	23.5395973890261	4.16096294276665	-0.370009877569937	"SCN10A"
"9038"	93	31	124	32.7967424296544	4.91144954892273	-0.365827320785263	"MYH11"
"9039"	90	30	120	31.7387829964397	4.83158325799946	-0.359878512609899	"CPAMD8"
"9040"	87	29	116	30.6808235632251	4.7503743943344	-0.353829703450265	"TSC2"
"9041"	58	19	77	20.3657190893822	3.87029623325906	-0.352871978544168	"EXD3"
"9042"	84	28	112	29.6228641300104	4.66775288481677	-0.347675673939222	"NUP205"
"9043"	55	18	73	19.3077596561675	3.76842845766595	-0.347030511752767	"ACAD10"
"9044"	55	18	73	19.3077596561675	3.76842845766595	-0.347030511752767	"SYNPO2L"
"9045"	55	18	73	19.3077596561675	3.76842845766595	-0.347030511752767	"CFAP57"
"9046"	81	27	108	28.5649046967958	4.58364234000457	-0.341410734240273	"RERE"
"9047"	52	17	69	18.2498002229528	3.66372940429747	-0.341127874096504	"ABCC11"
"9048"	49	16	65	17.1918407897382	3.5559489950337	-0.335168134133177	"MCF2L2"
"9049"	49	16	65	17.1918407897382	3.5559489950337	-0.335168134133177	"OPA1"
"9050"	46	15	61	16.1338813565235	3.44479801478236	-0.329157573726473	"DHX15"
"9051"	46	15	61	16.1338813565235	3.44479801478236	-0.329157573726473	"DNM2"
"9052"	46	15	61	16.1338813565235	3.44479801478236	-0.329157573726473	"RBL1"
"9053"	46	15	61	16.1338813565235	3.44479801478236	-0.329157573726473	"KCNQ3"
"9054"	46	15	61	16.1338813565235	3.44479801478236	-0.329157573726473	"KIAA0922"
"9055"	46	15	61	16.1338813565235	3.44479801478236	-0.329157573726473	"ZNF850"
"9056"	121	41	162	42.8473570451936	5.61379244821394	-0.329074696336767	"HECTD1"
"9057"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CCL26"
"9058"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CHRAC1"
"9059"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CD69"
"9060"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"ACOT13"
"9061"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"C4BPB"
"9062"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"COX7C"
"9063"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"NEDD8"
"9064"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"LSM7"
"9065"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"FSHB"
"9066"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"GYPC"
"9067"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CCL27"
"9068"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CKLF"
"9069"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CABS1"
"9070"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"THRSP"
"9071"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"NRGN"
"9072"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"KCNE2"
"9073"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CLDND2"
"9074"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CDC42EP3"
"9075"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CFL2"
"9076"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"TMEM99"
"9077"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"HINT1"
"9078"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"ORMDL3"
"9079"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"GAP43"
"9080"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"DYNLRB2"
"9081"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CXCL11"
"9082"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"GOLT1A"
"9083"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"CD164"
"9084"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"PMAIP1"
"9085"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"S100Z"
"9086"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"TOMM5"
"9087"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"DYNAP"
"9088"	4	1	5	1.32244929151832	0.98624280265605	-0.326947168232746	"OR7A5"
