"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classicFisher"
"682"	"GO:0016051"	"carbohydrate biosynthetic process"	190	17	NA	"0.02127"
"683"	"GO:0002062"	"chondrocyte differentiation"	92	10	NA	"0.02145"
"684"	"GO:0001704"	"formation of primary germ layer"	119	12	NA	"0.02146"
"685"	"GO:0001736"	"establishment of planar polarity"	119	12	NA	"0.02146"
"686"	"GO:0007164"	"establishment of tissue polarity"	119	12	NA	"0.02146"
"687"	"GO:0006940"	"regulation of smooth muscle contraction"	54	7	NA	"0.02147"
"688"	"GO:0007413"	"axonal fasciculation"	21	4	NA	"0.02164"
"689"	"GO:0048485"	"sympathetic nervous system development"	21	4	NA	"0.02164"
"690"	"GO:0010896"	"regulation of triglyceride catabolic pro..."	12	3	NA	"0.02185"
"691"	"GO:0021559"	"trigeminal nerve development"	12	3	NA	"0.02185"
"692"	"GO:0021781"	"glial cell fate commitment"	12	3	NA	"0.02185"
"693"	"GO:0021978"	"telencephalon regionalization"	12	3	NA	"0.02185"
"694"	"GO:0033604"	"negative regulation of catecholamine sec..."	12	3	NA	"0.02185"
"695"	"GO:0042635"	"positive regulation of hair cycle"	12	3	NA	"0.02185"
"696"	"GO:0042659"	"regulation of cell fate specification"	12	3	NA	"0.02185"
"697"	"GO:0061430"	"bone trabecula morphogenesis"	12	3	NA	"0.02185"
"698"	"GO:0001667"	"ameboidal-type cell migration"	312	25	NA	"0.02216"
"699"	"GO:1901342"	"regulation of vasculature development"	236	20	NA	"0.02259"
"700"	"GO:0030104"	"water homeostasis"	67	8	NA	"0.02280"
"701"	"GO:0070887"	"cellular response to chemical stimulus"	2651	160	NA	"0.02284"
"702"	"GO:0023051"	"regulation of signaling"	3014	180	NA	"0.02284"
"703"	"GO:0060348"	"bone development"	177	16	NA	"0.02291"
"704"	"GO:0009953"	"dorsal/ventral pattern formation"	93	10	NA	"0.02295"
"705"	"GO:0030901"	"midbrain development"	93	10	NA	"0.02295"
"706"	"GO:0031279"	"regulation of cyclase activity"	93	10	NA	"0.02295"
"707"	"GO:0043255"	"regulation of carbohydrate biosynthetic ..."	80	9	NA	"0.02318"
"708"	"GO:0021517"	"ventral spinal cord development"	43	6	NA	"0.02323"
"709"	"GO:0032757"	"positive regulation of interleukin-8 pro..."	43	6	NA	"0.02323"
"710"	"GO:0001101"	"response to acid chemical"	314	25	NA	"0.02374"
"711"	"GO:0010646"	"regulation of cell communication"	2963	177	NA	"0.02381"
"712"	"GO:0019433"	"triglyceride catabolic process"	32	5	NA	"0.02384"
"713"	"GO:0021522"	"spinal cord motor neuron differentiation"	32	5	NA	"0.02384"
"714"	"GO:0042596"	"fear response"	32	5	NA	"0.02384"
"715"	"GO:0042982"	"amyloid precursor protein metabolic proc..."	32	5	NA	"0.02384"
"716"	"GO:0048048"	"embryonic eye morphogenesis"	32	5	NA	"0.02384"
"717"	"GO:0051350"	"negative regulation of lyase activity"	32	5	NA	"0.02384"
"718"	"GO:0044249"	"cellular biosynthetic process"	5913	336	NA	"0.02387"
"719"	"GO:0007169"	"transmembrane receptor protein tyrosine ..."	671	47	NA	"0.02429"
"720"	"GO:0000165"	"MAPK cascade"	839	57	NA	"0.02433"
"721"	"GO:0051049"	"regulation of transport"	1760	110	NA	"0.02433"
"722"	"GO:0051339"	"regulation of lyase activity"	94	10	NA	"0.02453"
"723"	"GO:0030510"	"regulation of BMP signaling pathway"	81	9	NA	"0.02492"
"724"	"GO:0006338"	"chromatin remodeling"	150	14	NA	"0.02514"
"725"	"GO:0060071"	"Wnt signaling pathway, planar cell polar..."	108	11	NA	"0.02526"
"726"	"GO:0009725"	"response to hormone"	841	57	NA	"0.02534"
"727"	"GO:0035588"	"G-protein coupled purinergic receptor si..."	22	4	NA	"0.02539"
"728"	"GO:0048103"	"somatic stem cell division"	22	4	NA	"0.02539"
"729"	"GO:0050919"	"negative chemotaxis"	22	4	NA	"0.02539"
"730"	"GO:0060669"	"embryonic placenta morphogenesis"	22	4	NA	"0.02539"
"731"	"GO:0030817"	"regulation of cAMP biosynthetic process"	122	12	NA	"0.02552"
"732"	"GO:0048706"	"embryonic skeletal system development"	122	12	NA	"0.02552"
"733"	"GO:0043113"	"receptor clustering"	44	6	NA	"0.02575"
"734"	"GO:0071704"	"organic substance metabolic process"	10163	557	NA	"0.02591"
"735"	"GO:0030216"	"keratinocyte differentiation"	286	23	NA	"0.02640"
"736"	"GO:0071396"	"cellular response to lipid"	526	38	NA	"0.02655"
"737"	"GO:0030279"	"negative regulation of ossification"	69	8	NA	"0.02671"
"738"	"GO:0090175"	"regulation of establishment of planar po..."	109	11	NA	"0.02682"
"739"	"GO:0030814"	"regulation of cAMP metabolic process"	137	13	NA	"0.02684"
"740"	"GO:0014070"	"response to organic cyclic compound"	912	61	NA	"0.02689"
"741"	"GO:0003156"	"regulation of animal organ formation"	33	5	NA	"0.02693"
"742"	"GO:0043268"	"positive regulation of potassium ion tra..."	33	5	NA	"0.02693"
"743"	"GO:1900449"	"regulation of glutamate receptor signali..."	33	5	NA	"0.02693"
"744"	"GO:0016074"	"snoRNA metabolic process"	13	3	NA	"0.02733"
"745"	"GO:0035589"	"G-protein coupled purinergic nucleotide ..."	13	3	NA	"0.02733"
"746"	"GO:0043568"	"positive regulation of insulin-like grow..."	13	3	NA	"0.02733"
"747"	"GO:0048934"	"peripheral nervous system neuron differe..."	13	3	NA	"0.02733"
"748"	"GO:0048935"	"peripheral nervous system neuron develop..."	13	3	NA	"0.02733"
"749"	"GO:0060253"	"negative regulation of glial cell prolif..."	13	3	NA	"0.02733"
"750"	"GO:0060579"	"ventral spinal cord interneuron fate com..."	13	3	NA	"0.02733"
"751"	"GO:0060581"	"cell fate commitment involved in pattern..."	13	3	NA	"0.02733"
"752"	"GO:0060601"	"lateral sprouting from an epithelium"	13	3	NA	"0.02733"
"753"	"GO:0061548"	"ganglion development"	13	3	NA	"0.02733"
"754"	"GO:1990845"	"adaptive thermogenesis"	13	3	NA	"0.02733"
"755"	"GO:2000484"	"positive regulation of interleukin-8 sec..."	13	3	NA	"0.02733"
"756"	"GO:1901137"	"carbohydrate derivative biosynthetic pro..."	727	50	NA	"0.02764"
"757"	"GO:0009187"	"cyclic nucleotide metabolic process"	196	17	NA	"0.02774"
"758"	"GO:0009913"	"epidermal cell differentiation"	335	26	NA	"0.02832"
"759"	"GO:0007212"	"dopamine receptor signaling pathway"	45	6	NA	"0.02844"
"760"	"GO:0030809"	"negative regulation of nucleotide biosyn..."	45	6	NA	"0.02844"
"761"	"GO:0046579"	"positive regulation of Ras protein signa..."	45	6	NA	"0.02844"
"762"	"GO:0060443"	"mammary gland morphogenesis"	45	6	NA	"0.02844"
"763"	"GO:1900372"	"negative regulation of purine nucleotide..."	45	6	NA	"0.02844"
"764"	"GO:0051270"	"regulation of cellular component movemen..."	779	53	NA	"0.02848"
"765"	"GO:0010469"	"regulation of receptor activity"	124	12	NA	"0.02853"
"766"	"GO:0051017"	"actin filament bundle assembly"	124	12	NA	"0.02853"
"767"	"GO:0010467"	"gene expression"	5051	289	NA	"0.02879"
"768"	"GO:0003007"	"heart morphogenesis"	227	19	NA	"0.02881"
"769"	"GO:0043567"	"regulation of insulin-like growth factor..."	23	4	NA	"0.02950"
"770"	"GO:0045940"	"positive regulation of steroid metabolic..."	23	4	NA	"0.02950"
"771"	"GO:0048596"	"embryonic camera-type eye morphogenesis"	23	4	NA	"0.02950"
"772"	"GO:0090103"	"cochlea morphogenesis"	23	4	NA	"0.02950"
"773"	"GO:0090189"	"regulation of branching involved in uret..."	23	4	NA	"0.02950"
"774"	"GO:0072163"	"mesonephric epithelium development"	97	10	NA	"0.02973"
"775"	"GO:0072164"	"mesonephric tubule development"	97	10	NA	"0.02973"
"776"	"GO:0072073"	"kidney epithelium development"	139	13	NA	"0.02976"
"777"	"GO:0042221"	"response to chemical"	3995	232	NA	"0.03011"
"778"	"GO:0006171"	"cAMP biosynthetic process"	125	12	NA	"0.03012"
"779"	"GO:0061572"	"actin filament bundle organization"	125	12	NA	"0.03012"
"780"	"GO:0070670"	"response to interleukin-4"	34	5	NA	"0.03026"
"781"	"GO:0001947"	"heart looping"	58	7	NA	"0.03052"
"782"	"GO:0051705"	"multi-organism behavior"	58	7	NA	"0.03052"
"783"	"GO:0046058"	"cAMP metabolic process"	154	14	NA	"0.03061"
"784"	"GO:0001843"	"neural tube closure"	84	9	NA	"0.03068"
"785"	"GO:0003073"	"regulation of systemic arterial blood pr..."	84	9	NA	"0.03068"
"786"	"GO:0035249"	"synaptic transmission, glutamatergic"	71	8	NA	"0.03106"
"787"	"GO:0007259"	"JAK-STAT cascade"	169	15	NA	"0.03113"
"788"	"GO:0097696"	"STAT cascade"	169	15	NA	"0.03113"
"789"	"GO:0010463"	"mesenchymal cell proliferation"	46	6	NA	"0.03132"
"790"	"GO:0072132"	"mesenchyme morphogenesis"	46	6	NA	"0.03132"
"791"	"GO:0071559"	"response to transforming growth factor b..."	214	18	NA	"0.03138"
"792"	"GO:1900180"	"regulation of protein localization to nu..."	214	18	NA	"0.03138"
"793"	"GO:0070588"	"calcium ion transmembrane transport"	260	21	NA	"0.03149"
"794"	"GO:0032355"	"response to estradiol"	126	12	NA	"0.03178"
"795"	"GO:0060606"	"tube closure"	85	9	NA	"0.03279"
"796"	"GO:0006302"	"double-strand break repair"	200	17	NA	"0.03280"
"797"	"GO:0072091"	"regulation of stem cell proliferation"	59	7	NA	"0.03313"
"798"	"GO:0015844"	"monoamine transport"	72	8	NA	"0.03341"
"799"	"GO:0009415"	"response to water"	14	3	NA	"0.03346"
"800"	"GO:0010875"	"positive regulation of cholesterol efflu..."	14	3	NA	"0.03346"
"801"	"GO:0045723"	"positive regulation of fatty acid biosyn..."	14	3	NA	"0.03346"
"802"	"GO:0051044"	"positive regulation of membrane protein ..."	14	3	NA	"0.03346"
"803"	"GO:0060026"	"convergent extension"	14	3	NA	"0.03346"
"804"	"GO:0060973"	"cell migration involved in heart develop..."	14	3	NA	"0.03346"
"805"	"GO:0001841"	"neural tube formation"	99	10	NA	"0.03360"
"806"	"GO:0031076"	"embryonic camera-type eye development"	35	5	NA	"0.03384"
"807"	"GO:0060795"	"cell fate commitment involved in formati..."	35	5	NA	"0.03384"
"808"	"GO:0071827"	"plasma lipoprotein particle organization"	35	5	NA	"0.03384"
"809"	"GO:0007178"	"transmembrane receptor protein serine/th..."	309	24	NA	"0.03386"
"810"	"GO:0030217"	"T cell differentiation"	216	18	NA	"0.03396"
"811"	"GO:0007530"	"sex determination"	24	4	NA	"0.03398"
"812"	"GO:0060561"	"apoptotic process involved in morphogene..."	24	4	NA	"0.03398"
"813"	"GO:0072012"	"glomerulus vasculature development"	24	4	NA	"0.03398"
"814"	"GO:0050432"	"catecholamine secretion"	47	6	NA	"0.03438"
"815"	"GO:0030802"	"regulation of cyclic nucleotide biosynth..."	142	13	NA	"0.03457"
"816"	"GO:0023014"	"signal transduction by protein phosphory..."	874	58	NA	"0.03464"
"817"	"GO:0045597"	"positive regulation of cell differentiat..."	823	55	NA	"0.03483"
"818"	"GO:0010770"	"positive regulation of cell morphogenesi..."	128	12	NA	"0.03529"
"819"	"GO:0035556"	"intracellular signal transduction"	2525	151	NA	"0.03533"
"820"	"GO:0006875"	"cellular metal ion homeostasis"	472	34	NA	"0.03570"
"821"	"GO:0016525"	"negative regulation of angiogenesis"	73	8	NA	"0.03588"
"822"	"GO:0035050"	"embryonic heart tube development"	73	8	NA	"0.03588"
"823"	"GO:0010647"	"positive regulation of cell communicatio..."	1524	95	NA	"0.03717"
"824"	"GO:0034121"	"regulation of toll-like receptor signali..."	48	6	NA	"0.03762"
"825"	"GO:0048168"	"regulation of neuronal synaptic plastici..."	48	6	NA	"0.03762"
"826"	"GO:0048009"	"insulin-like growth factor receptor sign..."	36	5	NA	"0.03767"
"827"	"GO:0046330"	"positive regulation of JNK cascade"	115	11	NA	"0.03770"
"828"	"GO:0001823"	"mesonephros development"	101	10	NA	"0.03782"
"829"	"GO:0001890"	"placenta development"	144	13	NA	"0.03808"
"830"	"GO:0046425"	"regulation of JAK-STAT cascade"	144	13	NA	"0.03808"
"831"	"GO:1904892"	"regulation of STAT cascade"	144	13	NA	"0.03808"
"832"	"GO:0045926"	"negative regulation of growth"	219	18	NA	"0.03811"
"833"	"GO:0042592"	"homeostatic process"	1579	98	NA	"0.03813"
"834"	"GO:0090304"	"nucleic acid metabolic process"	4915	280	NA	"0.03853"
"835"	"GO:0060411"	"cardiac septum morphogenesis"	61	7	NA	"0.03879"
"836"	"GO:0031325"	"positive regulation of cellular metaboli..."	2843	168	NA	"0.03882"
"837"	"GO:0008045"	"motor neuron axon guidance"	25	4	NA	"0.03884"
"838"	"GO:0034367"	"macromolecular complex remodeling"	25	4	NA	"0.03884"
"839"	"GO:0034368"	"protein-lipid complex remodeling"	25	4	NA	"0.03884"
"840"	"GO:0034369"	"plasma lipoprotein particle remodeling"	25	4	NA	"0.03884"
"841"	"GO:0060571"	"morphogenesis of an epithelial fold"	25	4	NA	"0.03884"
"842"	"GO:0071514"	"genetic imprinting"	25	4	NA	"0.03884"
"843"	"GO:0007270"	"neuron-neuron synaptic transmission"	130	12	NA	"0.03907"
"844"	"GO:0009605"	"response to external stimulus"	1993	121	NA	"0.03970"
"845"	"GO:0001892"	"embryonic placenta development"	88	9	NA	"0.03972"
"846"	"GO:0090092"	"regulation of transmembrane receptor pro..."	205	17	NA	"0.04005"
"847"	"GO:0007351"	"tripartite regional subdivision"	15	3	NA	"0.04025"
"848"	"GO:0008595"	"anterior/posterior axis specification, e..."	15	3	NA	"0.04025"
"849"	"GO:0021514"	"ventral spinal cord interneuron differen..."	15	3	NA	"0.04025"
"850"	"GO:0034205"	"beta-amyloid formation"	15	3	NA	"0.04025"
"851"	"GO:0034375"	"high-density lipoprotein particle remode..."	15	3	NA	"0.04025"
"852"	"GO:0042074"	"cell migration involved in gastrulation"	15	3	NA	"0.04025"
"853"	"GO:0043931"	"ossification involved in bone maturation"	15	3	NA	"0.04025"
"854"	"GO:0044331"	"cell-cell adhesion mediated by cadherin"	15	3	NA	"0.04025"
"855"	"GO:0048172"	"regulation of short-term neuronal synapt..."	15	3	NA	"0.04025"
"856"	"GO:0071625"	"vocalization behavior"	15	3	NA	"0.04025"
"857"	"GO:0072109"	"glomerular mesangium development"	15	3	NA	"0.04025"
"858"	"GO:1902187"	"negative regulation of viral release fro..."	15	3	NA	"0.04025"
"859"	"GO:1905208"	"negative regulation of cardiocyte differ..."	15	3	NA	"0.04025"
"860"	"GO:0007369"	"gastrulation"	175	15	NA	"0.04050"
"861"	"GO:1905330"	"regulation of morphogenesis of an epithe..."	175	15	NA	"0.04050"
"862"	"GO:0048545"	"response to steroid hormone"	379	28	NA	"0.04059"
"863"	"GO:0098609"	"cell-cell adhesion"	763	51	NA	"0.04087"
"864"	"GO:0060350"	"endochondral bone morphogenesis"	49	6	NA	"0.04106"
"865"	"GO:0060563"	"neuroepithelial cell differentiation"	49	6	NA	"0.04106"
"866"	"GO:2000181"	"negative regulation of blood vessel morp..."	75	8	NA	"0.04118"
"867"	"GO:0071363"	"cellular response to growth factor stimu..."	611	42	NA	"0.04122"
"868"	"GO:0023056"	"positive regulation of signaling"	1532	95	NA	"0.04159"
"869"	"GO:0030199"	"collagen fibril organization"	37	5	NA	"0.04176"
"870"	"GO:0021872"	"forebrain generation of neurons"	62	7	NA	"0.04184"
"871"	"GO:0048678"	"response to axon injury"	62	7	NA	"0.04184"
"872"	"GO:0048857"	"neural nucleus development"	62	7	NA	"0.04184"
"873"	"GO:1904888"	"cranial skeletal system development"	62	7	NA	"0.04184"
"874"	"GO:0044262"	"cellular carbohydrate metabolic process"	237	19	NA	"0.04189"
"875"	"GO:0010675"	"regulation of cellular carbohydrate meta..."	117	11	NA	"0.04192"
"876"	"GO:0031960"	"response to corticosteroid"	161	14	NA	"0.04219"
"877"	"GO:0006821"	"chloride transport"	103	10	NA	"0.04238"
"878"	"GO:0002064"	"epithelial cell development"	192	16	NA	"0.04373"
"879"	"GO:0043523"	"regulation of neuron apoptotic process"	192	16	NA	"0.04373"
"880"	"GO:0009100"	"glycoprotein metabolic process"	398	29	NA	"0.04377"
"881"	"GO:0006996"	"organelle organization"	3535	205	NA	"0.04399"
"882"	"GO:0032148"	"activation of protein kinase B activity"	26	4	NA	"0.04407"
"883"	"GO:0035235"	"ionotropic glutamate receptor signaling ..."	26	4	NA	"0.04407"
"884"	"GO:0045987"	"positive regulation of smooth muscle con..."	26	4	NA	"0.04407"
"885"	"GO:0045992"	"negative regulation of embryonic develop..."	26	4	NA	"0.04407"
"886"	"GO:0050435"	"beta-amyloid metabolic process"	26	4	NA	"0.04407"
"887"	"GO:0060740"	"prostate gland epithelium morphogenesis"	26	4	NA	"0.04407"
"888"	"GO:0061014"	"positive regulation of mRNA catabolic pr..."	26	4	NA	"0.04407"
"889"	"GO:0061217"	"regulation of mesonephros development"	26	4	NA	"0.04407"
"890"	"GO:0061437"	"renal system vasculature development"	26	4	NA	"0.04407"
"891"	"GO:0061440"	"kidney vasculature development"	26	4	NA	"0.04407"
"892"	"GO:1901381"	"positive regulation of potassium ion tra..."	26	4	NA	"0.04407"
"893"	"GO:2000146"	"negative regulation of cell motility"	223	18	NA	"0.04422"
"894"	"GO:0050885"	"neuromuscular process controlling balanc..."	50	6	NA	"0.04468"
"895"	"GO:0010648"	"negative regulation of cell communicatio..."	1184	75	NA	"0.04480"
"896"	"GO:0071407"	"cellular response to organic cyclic comp..."	531	37	NA	"0.04481"
"897"	"GO:0014020"	"primary neural tube formation"	90	9	NA	"0.04485"
"898"	"GO:0003006"	"developmental process involved in reprod..."	615	42	NA	"0.04493"
"899"	"GO:0044344"	"cellular response to fibroblast growth f..."	133	12	NA	"0.04525"
"900"	"GO:0006270"	"DNA replication initiation"	38	5	NA	"0.04610"
